Class name,Method name,Return type,Parameters,,
class ga.SampleClass,isQualifiedForRetirement,boolean,"long, long"
""
Generation,Best Candidate Fitness,Best Candidate Standard Deviation,Mean Fitness,Elapsed Time(Milli Second),Best Candidate

0,0.0,0.3249615361854384,0.12,4.0,"[[603861, 615968500], [408928, 8063], [95732, 86838942], [661, 645], [77656883, 669], [726138637, 156], [359465, 40645869], [42251, 79509], [105268, 169078432], [11959156, 4]]"
1,0.0,0.462493243193887,0.31,5.0,"[[8, 8554620], [5, 33588], [268534728, 274], [8046457, 75474328], [471, 8795], [9, 43170], [227441, 604], [49371, 6], [1, 6686389], [2468, 9]]"
2,0.0,0.553534100123922,0.44,6.0,"[[415, 38126858], [1090020, 313], [182, 7761], [616057, 4898], [401, 8557671], [778357, 6741], [59283, 172174962], [471454151, 750229048], [2978, 80], [76158, 55177]]"
3,0.0,0.5771481612203234,0.63,7.0,"[[1098, 4709], [3084644, 17], [69914, 9], [763768210, 88242], [1393, 82621636], [4025, 324], [83, 9432535], [71, 89772385], [43, 861681], [8, 2097]]"
4,0.0,0.5462600113499065,0.96,8.0,"[[575, 7754], [75919861, 2], [9236500, 93407], [87479438, 7594], [77011715, 567496468], [165868695, 7658459], [91, 67685], [650335385, 11], [447684, 618178772], [76425, 433324]]"
5,0.0,0.7168681887209117,1.19,10.0,"[[6, 809348], [62789, 8298477], [178173, 5577], [35, 3748335], [19, 5589], [778357, 6741], [1, 80], [29433993, 6], [225860621, 291985], [360598406, 874318]]"
6,0.0,0.8738420909981389,1.42,11.0,"[[70, 42], [952351, 871836], [49, 7518], [933, 89263605], [61718824, 30311], [5251477, 2], [32677, 762102193], [5586, 13], [0, 14150], [450, 0]]"
7,0.0,0.969742233792052,1.86,12.0,"[[2983035, 117693], [79214125, 74600691], [5, 2600307], [11, 383323], [143231399, 5489973], [29433993, 6], [0, 14150], [23444648, 833024], [6826, 444], [8186148, 3991]]"
8,0.0,0.853873526934757,2.47,14.0,"[[6, 809348], [512170, 451939], [447, 980], [224638, 3591661], [2532, 795], [4436181, 407948186], [760465, 3], [6, 4376412], [625, 87397], [8186148, 3991]]"
9,1.0,0.9205976319760985,2.75,15.0,"[[919, 553724], [40, 915603], [73, 9], [61718824, 30311], [933, 89263605], [32677, 762102193], [29433993, 6], [0, 14150], [10223, 93], [85012825, 5090]]"
10,1.0,0.8874119674649418,3.15,17.0,"[[415, 38126858], [1, 554], [182, 7761], [6, 4376412], [224638, 3591661], [18, 3], [53236383, 483874], [29433993, 6], [650335385, 11], [608839, 8749]]"
11,1.0,0.876584280032445,3.46,18.0,"[[415, 38126858], [6707, 7457424], [47591, 22364896], [6010893, 9993], [3934, 62540679], [23444648, 833024], [2956, 688161], [73, 9], [53236383, 483874], [76425, 433324]]"
12,1.0,0.8124038404635956,3.8,19.0,"[[65209011, 8113932], [835580, 27], [43, 3], [284, 2], [7018008, 3104], [53236383, 483874], [4436181, 407948186], [14217389, 45588], [0, 14150], [8, 2097]]"
13,0.0,1.1079259903080172,3.95,20.0,"[[225860621, 291985], [1098, 4709], [6010893, 9993], [25159, 6641], [284, 2], [29433993, 6], [735, 939747214], [23444648, 833024], [2956, 688161], [8, 2097]]"
14,2.0,0.93936148526539,4.24,21.0,"[[735, 939747214], [26, 261559880], [284, 2], [43, 3], [7018008, 3104], [5, 1], [29433993, 6], [14217389, 45588], [650335385, 11], [8, 2097]]"
15,2.0,0.9864583113340364,4.37,22.0,"[[225860621, 291985], [24, 9], [49, 7518], [43, 3], [401, 8557671], [4, 43606601], [2956, 688161], [9160200, 997424036], [223213, 45652740], [8, 2097]]"
16,2.0,0.9965440281292144,4.63,23.0,"[[24, 9], [26, 261559880], [43, 3], [32677, 762102193], [70, 42], [401, 8557671], [4436181, 407948186], [224638, 3591661], [415, 38126858], [225860621, 291985]]"
17,3.0,1.0081666528902844,4.94,24.0,"[[76425, 433324], [415, 38126858], [70, 42], [41, 21], [2956, 688161], [4, 43606601], [5, 1], [18, 3], [8, 2097], [223213, 45652740]]"
18,2.0,1.0009495491781792,5.09,25.0,"[[735, 939747214], [65209011, 8113932], [178173, 5577], [284, 2], [41, 21], [2956, 688161], [9160200, 997424036], [73, 9], [225860621, 291985], [2107565, 5870]]"
19,2.0,0.9365361712181747,5.27,27.0,"[[415, 38126858], [49, 7518], [178173, 5577], [43, 3], [284, 2], [2956, 688161], [4436181, 407948186], [73, 9], [225860621, 291985], [976941274, 52]]"
20,3.0,1.042305137663631,5.44,28.0,"[[43, 3], [735, 939747214], [18, 3], [23444648, 833024], [6, 89517], [24, 9], [976941274, 52], [53236383, 483874], [223213, 45652740], [4436181, 407948186]]"
21,4.0,0.9762684057163789,5.63,29.0,"[[8, 2], [24, 9], [18, 3], [3934, 62540679], [76035, 643], [70, 42], [41, 21], [415, 38126858], [4436181, 407948186], [735, 939747214]]"
22,3.0,0.9680392554023833,5.77,30.0,"[[24, 9], [29433993, 6], [60, 2], [43, 3], [6635212, 421217], [976941274, 52], [735, 939747214], [68006, 172], [53236383, 483874], [1098, 4709]]"
23,4.0,0.8170067319184088,5.95,31.0,"[[284, 2], [60, 2], [2956, 688161], [18, 3], [53236383, 483874], [7018008, 3104], [8, 2], [73, 9], [23444648, 833024], [6, 89517]]"
24,4.0,0.8515280382935135,6.07,32.0,"[[178173, 5577], [49, 7518], [284, 2], [5, 1], [3934, 62540679], [60, 2], [43, 3], [41, 21], [223213, 45652740], [650335385, 11]]"
25,3.0,0.9871170143402446,6.16,33.0,"[[976941274, 52], [178173, 5577], [65209011, 8113932], [6, 89517], [415, 38126858], [5, 1], [43, 3], [41, 21], [7018008, 3104], [223213, 45652740]]"
26,3.0,0.9526279441628825,6.25,34.0,"[[178173, 5577], [73, 9], [223213, 45652740], [18, 3], [43, 3], [3934, 62540679], [76425, 433324], [49, 7518], [23444648, 833024], [26, 261559880]]"
27,4.0,0.8888194417315599,6.3,35.0,"[[450, 0], [60, 2], [223213, 45652740], [178173, 5577], [5, 1], [18, 3], [3934, 62540679], [41, 21], [284, 2], [650335385, 11]]"
28,4.0,0.8905616205518847,6.37,36.0,"[[41, 21], [76425, 433324], [43, 3], [976941274, 52], [65209011, 8113932], [284, 2], [73, 9], [223213, 45652740], [3934, 62540679], [60, 2]]"
29,4.0,0.8657944328765356,6.52,37.0,"[[65209011, 8113932], [18, 3], [5, 1], [6635212, 421217], [60, 2], [284, 2], [29433993, 6], [2128, 91232408], [6, 89517], [24, 9]]"
30,4.0,0.8425556361451746,6.51,38.0,"[[73, 9], [976941274, 52], [23444648, 833024], [5, 1], [4436181, 407948186], [415, 38126858], [8, 2], [24, 9], [650335385, 11], [65209011, 8113932]]"
31,4.0,0.8491760712596651,6.67,40.0,"[[3934, 62540679], [60, 2], [18, 3], [26, 261559880], [43, 3], [735, 939747214], [53236383, 483874], [415, 38126858], [6635212, 421217], [41, 21]]"
32,4.0,0.8815327560561762,6.73,41.0,"[[73, 9], [60, 2], [1098, 4709], [223213, 45652740], [43, 3], [29433993, 6], [5, 1], [415, 38126858], [284, 2], [650335385, 11]]"
33,5.0,0.8034923770640268,6.88,42.0,"[[1098, 4709], [43, 3], [60, 2], [735, 939747214], [3934, 62540679], [178173, 5577], [8, 2], [415, 38126858], [24, 9], [41, 21]]"
34,5.0,0.6982120021884475,6.95,43.0,"[[735, 939747214], [73, 9], [650335385, 11], [284, 2], [8, 2], [5, 1], [3934, 62540679], [29433993, 6], [43, 3], [60, 2]]"
35,5.0,0.7199999999999998,7.04,44.0,"[[5, 1], [60, 2], [43, 3], [3934, 62540679], [976941274, 52], [73, 9], [1098, 4709], [284, 2], [41, 21], [29433993, 6]]"
36,5.0,0.6838128398911503,7.18,45.0,"[[29433993, 6], [60, 2], [43, 3], [65209011, 8113932], [8, 2], [73, 9], [76425, 433324], [415, 38126858], [24, 9], [3934, 62540679]]"
37,5.0,0.7273926037567336,7.03,46.0,"[[24, 9], [18, 3], [5, 1], [76425, 433324], [3934, 62540679], [43, 3], [223213, 45652740], [415, 38126858], [73, 9], [976941274, 52]]"
38,5.0,0.7753063910480803,7.17,47.0,"[[73, 9], [18, 3], [223213, 45652740], [3934, 62540679], [43, 3], [284, 2], [8, 2], [415, 38126858], [41, 21], [976941274, 52]]"
39,5.0,0.7334166619323558,7.11,48.0,"[[53236383, 483874], [3934, 62540679], [24, 9], [73, 9], [284, 2], [5, 1], [415, 38126858], [8, 2], [976941274, 52], [41, 21]]"
40,5.0,0.7533259586659679,7.15,49.0,"[[5, 1], [178173, 5577], [415, 38126858], [284, 2], [41, 21], [73, 9], [29433993, 6], [43, 3], [976941274, 52], [24, 9]]"
41,5.0,0.7056202944927247,7.11,50.0,"[[650335385, 11], [29433993, 6], [24, 9], [415, 38126858], [223213, 45652740], [3934, 62540679], [18, 3], [8, 2], [73, 9], [60, 2]]"
42,6.0,0.744580418759451,7.16,51.0,"[[60, 2], [1098, 4709], [976941274, 52], [73, 9], [5, 1], [29433993, 6], [8, 2], [24, 9], [43, 3], [76425, 433324]]"
43,5.0,0.7158212067269314,7.26,53.0,"[[4436181, 407948186], [60, 2], [65209011, 8113932], [73, 9], [8, 2], [5, 1], [3934, 62540679], [735, 939747214], [24, 9], [29433993, 6]]"
44,6.0,0.6617401302626289,7.39,54.0,"[[60, 2], [3934, 62540679], [415, 38126858], [976941274, 52], [5, 1], [24, 9], [73, 9], [41, 21], [223213, 45652740], [18, 3]]"
45,6.0,0.6633249580710799,7.4,55.0,"[[3934, 62540679], [24, 9], [60, 2], [73, 9], [5, 1], [178173, 5577], [18, 3], [1098, 4709], [284, 2], [41, 21]]"
46,5.0,0.6854925236645557,7.49,56.0,"[[3934, 62540679], [43, 3], [41, 21], [415, 38126858], [18, 3], [178173, 5577], [976941274, 52], [8, 2], [5, 1], [53236383, 483874]]"
47,6.0,0.6069596362197403,7.54,58.0,"[[43, 3], [284, 2], [3934, 62540679], [73, 9], [8, 2], [735, 939747214], [18, 3], [53236383, 483874], [41, 21], [60, 2]]"
48,6.0,0.5861740355901145,7.58,59.0,"[[53236383, 483874], [60, 2], [735, 939747214], [8, 2], [18, 3], [24, 9], [178173, 5577], [5, 1], [3934, 62540679], [73, 9]]"
49,6.0,0.6042350536008311,7.57,60.0,"[[178173, 5577], [8, 2], [73, 9], [5, 1], [18, 3], [65209011, 8113932], [53236383, 483874], [3934, 62540679], [60, 2], [41, 21]]"
50,6.0,0.577148161220323,7.63,62.0,"[[41, 21], [735, 939747214], [18, 3], [415, 38126858], [8, 2], [24, 9], [53236383, 483874], [73, 9], [43, 3], [976941274, 52]]"
51,6.0,0.5713142742834281,7.56,63.0,"[[5, 1], [3934, 62540679], [41, 21], [415, 38126858], [18, 3], [284, 2], [73, 9], [24, 9], [53236383, 483874], [8, 2]]"
52,5.0,0.5885575587824868,7.56,64.0,"[[43, 3], [735, 939747214], [18, 3], [415, 38126858], [73, 9], [53236383, 483874], [24, 9], [178173, 5577], [8, 2], [284, 2]]"
53,6.0,0.5701754116059367,7.57,66.0,"[[65209011, 8113932], [41, 21], [8, 2], [18, 3], [3934, 62540679], [284, 2], [976941274, 52], [43, 3], [5, 1], [24, 9]]"
